num,word
4802,"four thousand, eight hundred and two"
6837,"six thousand, eight hundred and thirty-seven"
4745,"four thousand, seven hundred and forty-five"
6802,"six thousand, eight hundred and two"
4522,"four thousand, five hundred and twenty-two"
2566,"two thousand, five hundred and sixty-six"
3274,"three thousand, two hundred and seventy-four"
9113,"nine thousand, one hundred and thirteen"
5972,"five thousand, nine hundred and seventy-two"
9579,"nine thousand, five hundred and seventy-nine"
3715,"three thousand, seven hundred and fifteen"
8569,"eight thousand, five hundred and sixty-nine"
7856,"seven thousand, eight hundred and fifty-six"
2107,"two thousand, one hundred and seven"
6537,"six thousand, five hundred and thirty-seven"
7013,seven thousand and thirteen
7877,"seven thousand, eight hundred and seventy-seven"
5104,"five thousand, one hundred and four"
6133,"six thousand, one hundred and thirty-three"
5458,"five thousand, four hundred and fifty-eight"
4206,"four thousand, two hundred and six"
3677,"three thousand, six hundred and seventy-seven"
1713,"one thousand, seven hundred and thirteen"
8573,"eight thousand, five hundred and seventy-three"
8909,"eight thousand, nine hundred and nine"
9304,"nine thousand, three hundred and four"
6145,"six thousand, one hundred and forty-five"
8162,"eight thousand, one hundred and sixty-two"
8848,"eight thousand, eight hundred and forty-eight"
2744,"two thousand, seven hundred and forty-four"
7398,"seven thousand, three hundred and ninety-eight"
6015,six thousand and fifteen
8875,"eight thousand, eight hundred and seventy-five"
2599,"two thousand, five hundred and ninety-nine"
6197,"six thousand, one hundred and ninety-seven"
6176,"six thousand, one hundred and seventy-six"
7133,"seven thousand, one hundred and thirty-three"
1841,"one thousand, eight hundred and forty-one"
3437,"three thousand, four hundred and thirty-seven"
4280,"four thousand, two hundred and eighty"
3941,"three thousand, nine hundred and forty-one"
2520,"two thousand, five hundred and twenty"
7578,"seven thousand, five hundred and seventy-eight"
9451,"nine thousand, four hundred and fifty-one"
4419,"four thousand, four hundred and nineteen"
9021,nine thousand and twenty-one
8908,"eight thousand, nine hundred and eight"
7771,"seven thousand, seven hundred and seventy-one"
1469,"one thousand, four hundred and sixty-nine"
3390,"three thousand, three hundred and ninety"
8781,"eight thousand, seven hundred and eighty-one"
9607,"nine thousand, six hundred and seven"
7417,"seven thousand, four hundred and seventeen"
5730,"five thousand, seven hundred and thirty"
5000,five thousand
1378,"one thousand, three hundred and seventy-eight"
9419,"nine thousand, four hundred and nineteen"
4939,"four thousand, nine hundred and thirty-nine"
9433,"nine thousand, four hundred and thirty-three"
5615,"five thousand, six hundred and fifteen"
2641,"two thousand, six hundred and forty-one"
1119,"one thousand, one hundred and nineteen"
8283,"eight thousand, two hundred and eighty-three"
3666,"three thousand, six hundred and sixty-six"
9159,"nine thousand, one hundred and fifty-nine"
3001,three thousand and one
1892,"one thousand, eight hundred and ninety-two"
4023,four thousand and twenty-three
3935,"three thousand, nine hundred and thirty-five"
9656,"nine thousand, six hundred and fifty-six"
5177,"five thousand, one hundred and seventy-seven"
8524,"eight thousand, five hundred and twenty-four"
8163,"eight thousand, one hundred and sixty-three"
2514,"two thousand, five hundred and fourteen"
1377,"one thousand, three hundred and seventy-seven"
3585,"three thousand, five hundred and eighty-five"
1943,"one thousand, nine hundred and forty-three"
9375,"nine thousand, three hundred and seventy-five"
6843,"six thousand, eight hundred and forty-three"
9675,"nine thousand, six hundred and seventy-five"
9401,"nine thousand, four hundred and one"
5336,"five thousand, three hundred and thirty-six"
1485,"one thousand, four hundred and eighty-five"
9257,"nine thousand, two hundred and fifty-seven"
3525,"three thousand, five hundred and twenty-five"
8901,"eight thousand, nine hundred and one"
2654,"two thousand, six hundred and fifty-four"
1344,"one thousand, three hundred and forty-four"
3950,"three thousand, nine hundred and fifty"
7644,"seven thousand, six hundred and forty-four"
6040,six thousand and forty
3457,"three thousand, four hundred and fifty-seven"
7655,"seven thousand, six hundred and fifty-five"
4132,"four thousand, one hundred and thirty-two"
5540,"five thousand, five hundred and forty"
3904,"three thousand, nine hundred and four"
8210,"eight thousand, two hundred and ten"
7379,"seven thousand, three hundred and seventy-nine"
3340,"three thousand, three hundred and forty"
6583,"six thousand, five hundred and eighty-three"
4558,"four thousand, five hundred and fifty-eight"
7939,"seven thousand, nine hundred and thirty-nine"
4655,"four thousand, six hundred and fifty-five"
9355,"nine thousand, three hundred and fifty-five"
7230,"seven thousand, two hundred and thirty"
1581,"one thousand, five hundred and eighty-one"
4781,"four thousand, seven hundred and eighty-one"
3765,"three thousand, seven hundred and sixty-five"
1093,one thousand and ninety-three
2236,"two thousand, two hundred and thirty-six"
8429,"eight thousand, four hundred and twenty-nine"
1505,"one thousand, five hundred and five"
5898,"five thousand, eight hundred and ninety-eight"
4388,"four thousand, three hundred and eighty-eight"
6584,"six thousand, five hundred and eighty-four"
4504,"four thousand, five hundred and four"
5875,"five thousand, eight hundred and seventy-five"
6702,"six thousand, seven hundred and two"
6748,"six thousand, seven hundred and forty-eight"
9915,"nine thousand, nine hundred and fifteen"
1729,"one thousand, seven hundred and twenty-nine"
7002,seven thousand and two
8152,"eight thousand, one hundred and fifty-two"
7166,"seven thousand, one hundred and sixty-six"
4677,"four thousand, six hundred and seventy-seven"
5305,"five thousand, three hundred and five"
8031,eight thousand and thirty-one
9160,"nine thousand, one hundred and sixty"
1825,"one thousand, eight hundred and twenty-five"
2319,"two thousand, three hundred and nineteen"
4378,"four thousand, three hundred and seventy-eight"
1744,"one thousand, seven hundred and forty-four"
9727,"nine thousand, seven hundred and twenty-seven"
4692,"four thousand, six hundred and ninety-two"
4948,"four thousand, nine hundred and forty-eight"
1388,"one thousand, three hundred and eighty-eight"
8810,"eight thousand, eight hundred and ten"
5484,"five thousand, four hundred and eighty-four"
4329,"four thousand, three hundred and twenty-nine"
6984,"six thousand, nine hundred and eighty-four"
8405,"eight thousand, four hundred and five"
9179,"nine thousand, one hundred and seventy-nine"
3708,"three thousand, seven hundred and eight"
3621,"three thousand, six hundred and twenty-one"
4985,"four thousand, nine hundred and eighty-five"
8758,"eight thousand, seven hundred and fifty-eight"
1724,"one thousand, seven hundred and twenty-four"
8934,"eight thousand, nine hundred and thirty-four"
7624,"seven thousand, six hundred and twenty-four"
8058,eight thousand and fifty-eight
5346,"five thousand, three hundred and forty-six"
8807,"eight thousand, eight hundred and seven"
3535,"three thousand, five hundred and thirty-five"
9983,"nine thousand, nine hundred and eighty-three"
8338,"eight thousand, three hundred and thirty-eight"
9213,"nine thousand, two hundred and thirteen"
4626,"four thousand, six hundred and twenty-six"
1557,"one thousand, five hundred and fifty-seven"
7716,"seven thousand, seven hundred and sixteen"
7847,"seven thousand, eight hundred and forty-seven"
8442,"eight thousand, four hundred and forty-two"
7235,"seven thousand, two hundred and thirty-five"
9039,nine thousand and thirty-nine
6653,"six thousand, six hundred and fifty-three"
6716,"six thousand, seven hundred and sixteen"
1948,"one thousand, nine hundred and forty-eight"
4672,"four thousand, six hundred and seventy-two"
4885,"four thousand, eight hundred and eighty-five"
5977,"five thousand, nine hundred and seventy-seven"
6883,"six thousand, eight hundred and eighty-three"
3397,"three thousand, three hundred and ninety-seven"
3516,"three thousand, five hundred and sixteen"
2009,two thousand and nine
7671,"seven thousand, six hundred and seventy-one"
7532,"seven thousand, five hundred and thirty-two"
9866,"nine thousand, eight hundred and sixty-six"
6168,"six thousand, one hundred and sixty-eight"
7586,"seven thousand, five hundred and eighty-six"
8296,"eight thousand, two hundred and ninety-six"
9440,"nine thousand, four hundred and forty"
3315,"three thousand, three hundred and fifteen"
7109,"seven thousand, one hundred and nine"
5197,"five thousand, one hundred and ninety-seven"
9875,"nine thousand, eight hundred and seventy-five"
8422,"eight thousand, four hundred and twenty-two"
3910,"three thousand, nine hundred and ten"
2983,"two thousand, nine hundred and eighty-three"
2865,"two thousand, eight hundred and sixty-five"
2554,"two thousand, five hundred and fifty-four"
5435,"five thousand, four hundred and thirty-five"
1901,"one thousand, nine hundred and one"
7916,"seven thousand, nine hundred and sixteen"
3645,"three thousand, six hundred and forty-five"
8390,"eight thousand, three hundred and ninety"
2760,"two thousand, seven hundred and sixty"
9461,"nine thousand, four hundred and sixty-one"
3618,"three thousand, six hundred and eighteen"
1942,"one thousand, nine hundred and forty-two"
7072,seven thousand and seventy-two
1627,"one thousand, six hundred and twenty-seven"
5703,"five thousand, seven hundred and three"
8060,eight thousand and sixty
3588,"three thousand, five hundred and eighty-eight"
9010,nine thousand and ten
8956,"eight thousand, nine hundred and fifty-six"
3898,"three thousand, eight hundred and ninety-eight"
2596,"two thousand, five hundred and ninety-six"
1154,"one thousand, one hundred and fifty-four"
1302,"one thousand, three hundred and two"
3614,"three thousand, six hundred and fourteen"
8297,"eight thousand, two hundred and ninety-seven"
9935,"nine thousand, nine hundred and thirty-five"
9636,"nine thousand, six hundred and thirty-six"
2169,"two thousand, one hundred and sixty-nine"
5064,five thousand and sixty-four
8446,"eight thousand, four hundred and forty-six"
5068,five thousand and sixty-eight
3687,"three thousand, six hundred and eighty-seven"
5370,"five thousand, three hundred and seventy"
1196,"one thousand, one hundred and ninety-six"
1455,"one thousand, four hundred and fifty-five"
9713,"nine thousand, seven hundred and thirteen"
6514,"six thousand, five hundred and fourteen"
3630,"three thousand, six hundred and thirty"
2679,"two thousand, six hundred and seventy-nine"
5489,"five thousand, four hundred and eighty-nine"
4800,"four thousand, eight hundred"
9482,"nine thousand, four hundred and eighty-two"
5516,"five thousand, five hundred and sixteen"
6875,"six thousand, eight hundred and seventy-five"
1367,"one thousand, three hundred and sixty-seven"
5264,"five thousand, two hundred and sixty-four"
9912,"nine thousand, nine hundred and twelve"
8556,"eight thousand, five hundred and fifty-six"
8103,"eight thousand, one hundred and three"
3429,"three thousand, four hundred and twenty-nine"
4975,"four thousand, nine hundred and seventy-five"
9246,"nine thousand, two hundred and forty-six"
3792,"three thousand, seven hundred and ninety-two"
2199,"two thousand, one hundred and ninety-nine"
9510,"nine thousand, five hundred and ten"
7114,"seven thousand, one hundred and fourteen"
7066,seven thousand and sixty-six
6288,"six thousand, two hundred and eighty-eight"
8037,eight thousand and thirty-seven
5932,"five thousand, nine hundred and thirty-two"
1207,"one thousand, two hundred and seven"
4702,"four thousand, seven hundred and two"
7227,"seven thousand, two hundred and twenty-seven"
4396,"four thousand, three hundred and ninety-six"
4694,"four thousand, six hundred and ninety-four"
8130,"eight thousand, one hundred and thirty"
9847,"nine thousand, eight hundred and forty-seven"
5165,"five thousand, one hundred and sixty-five"
5846,"five thousand, eight hundred and forty-six"
4866,"four thousand, eight hundred and sixty-six"
1992,"one thousand, nine hundred and ninety-two"
6492,"six thousand, four hundred and ninety-two"
9874,"nine thousand, eight hundred and seventy-four"
1924,"one thousand, nine hundred and twenty-four"
4719,"four thousand, seven hundred and nineteen"
5647,"five thousand, six hundred and forty-seven"
4748,"four thousand, seven hundred and forty-eight"
